player_name,team,position,nation,attempts_total,attempts_on_target,attempts_off_target,attempts_blocked
Diogo Nascimento,Olympiacos,UNKNOWN,POR,0.0,0.0,0.0,0.0
Lev Kurgin,Kairat Almaty,UNKNOWN,KAZ,0.0,0.0,0.0,0.0
Igoh Ogbu,Slavia Praha,CENTRE_BACK,NGA,0.0,0.0,0.0,0.0
Jakub Markovič,Slavia Praha,UNKNOWN,CZE,0.0,0.0,0.0,0.0
João Mário,Juventus,UNKNOWN,POR,0.0,0.0,0.0,0.0
Ferland Mendy,Real Madrid,FULL_BACK,FRA,0.0,0.0,0.0,0.0
Andriy Lunin,Real Madrid,GOALKEEPER,UKR,0.0,0.0,0.0,0.0
Marco Sportiello,Atalanta,UNKNOWN,ITA,0.0,0.0,0.0,0.0
Ricardo Mangas,Sporting CP,UNKNOWN,POR,0.0,0.0,0.0,0.0
Brede Moe,Bodø/Glimt,UNKNOWN,NOR,0.0,0.0,0.0,0.0
Michy Batshuayi,Frankfurt,STRIKER,BEL,0.0,0.0,0.0,0.0
Aymeric Laporte,Athletic Club,CENTRE_BACK,ESP,0.0,0.0,0.0,0.0
Lukas Hrádecký,Monaco,GOALKEEPER,FIN,0.0,0.0,0.0,0.0
Clayton,Olympiacos,UNKNOWN,BRA,0.0,0.0,0.0,0.0
Diatta Alassane,Villarreal,MIDFIELDER,SEN,0.0,0.0,0.0,0.0
Sekou Keita,Union SG,FORWARD,BEL,0.0,0.0,0.0,0.0
Tadjidine Mmadi,Marseille,FORWARD,FRA,0.0,0.0,0.0,0.0
Filip Pavic,Bayern München,DEFENDER,GER,0.0,0.0,0.0,0.0
Hugo López,Villarreal,MIDFIELDER,ESP,0.0,0.0,0.0,0.0
Daniel Budesca,Villarreal,DEFENDER,ESP,0.0,0.0,0.0,0.0
Marvin Dills,Frankfurt,MIDFIELDER,USA,0.0,0.0,0.0,0.0
José Neto,Benfica,UNKNOWN,POR,0.0,0.0,0.0,0.0
Manu Silva,Benfica,MIDFIELDER,POR,0.0,0.0,0.0,0.0
Reggie Walsh,Chelsea,MIDFIELDER,ENG,0.0,0.0,0.0,0.0
Pharrel Nash,Ajax,FORWARD,NED,0.0,0.0,0.0,0.0
Ramazan Bagdat,Kairat Almaty,UNKNOWN,KAZ,0.0,0.0,0.0,0.0
Amara Nallo,Liverpool,DEFENDER,ENG,0.0,0.0,0.0,0.0
Marli Salmon,Arsenal,DEFENDER,ENG,0.0,0.0,0.0,0.0
Andre Annous,Arsenal,UNKNOWN,ENG,0.0,0.0,0.0,0.0
Max Dowman,Arsenal,MIDFIELDER,ENG,0.0,0.0,0.0,0.0
Brando Bailey-Joseph,Arsenal,MIDFIELDER,ENG,0.0,0.0,0.0,0.0
Luca Reggiani,B. Dortmund,UNKNOWN,ITA,0.0,0.0,0.0,0.0
Noah Fernandez,PSV,UNKNOWN,BEL,0.0,0.0,0.0,0.0
Ife Ibrahim,Arsenal,MIDFIELDER,ENG,0.0,0.0,0.0,0.0
Sean Neave,Newcastle,FORWARD,ENG,0.0,0.0,0.0,0.0
Axel Tape,Leverkusen,UNKNOWN,FRA,0.0,0.0,0.0,0.0
Georgios Michael,Pafos,UNKNOWN,CYP,0.0,0.0,0.0,0.0
Jorge Cestero,Real Madrid,UNKNOWN,ESP,0.0,0.0,0.0,0.0
Javier Galán,Atleti,UNKNOWN,ESP,0.0,0.0,0.0,0.0
Samuel Nibombe,Monaco,UNKNOWN,BEL,0.0,0.0,0.0,0.0
Leo Shahar,Newcastle,DEFENDER,ENG,0.0,0.0,0.0,0.0
Deniz Ofli,Bayern München,UNKNOWN,TUR,0.0,0.0,0.0,0.0
Oliver Højer,Copenhagen,UNKNOWN,DEN,0.0,0.0,0.0,0.0
Rodrigo Rêgo,Benfica,FORWARD,POR,0.0,0.0,0.0,0.0
Callum Olusesi,Tottenham,MIDFIELDER,ENG,0.0,0.0,0.0,0.0
Gerald Alders,Ajax,DEFENDER,NED,0.0,0.0,0.0,0.0
Daniel Meso,Real Madrid,MIDFIELDER,ESP,0.0,0.0,0.0,0.0
Alexander Staff,Frankfurt,UNKNOWN,GER,0.0,0.0,0.0,0.0
Chris Kouakou,Qarabağ,UNKNOWN,CIV,0.0,0.0,0.0,0.0
Rodrigo Mendoza,Atleti,MIDFIELDER,ESP,0.0,0.0,0.0,0.0
Tiago Freitas,Benfica,UNKNOWN,POR,0.0,0.0,0.0,0.0
César Palacios,Real Madrid,MIDFIELDER,ESP,0.0,0.0,0.0,0.0
Filippo Mane,B. Dortmund,UNKNOWN,ITA,0.0,0.0,0.0,0.0
Mamadou Sarr,Chelsea,UNKNOWN,FRA,0.0,0.0,0.0,0.0
Rodrigo Ribeiro,Sporting CP,UNKNOWN,POR,0.0,0.0,0.0,0.0
Stanis Idumbo,Monaco,UNKNOWN,BEL,0.0,0.0,0.0,0.0
Daniel Maldini,Atalanta,ATTACKING_MIDFIELDER,ITA,0.0,0.0,0.0,0.0
Tristan van den Heuvel,Club Brugge,UNKNOWN,NED,0.0,0.0,0.0,0.0
Antonín Kinský,Tottenham,UNKNOWN,CZE,0.0,0.0,0.0,0.0
Jessic Ngankam,Frankfurt,UNKNOWN,GER,0.0,0.0,0.0,0.0
Carlos Martín,Atleti,UNKNOWN,ESP,0.0,0.0,0.0,0.0
James Trafford,Man City,UNKNOWN,ENG,0.0,0.0,0.0,0.0
Gustaf Nilsson,Club Brugge,UNKNOWN,SWE,0.0,0.0,0.0,0.0
João Virginia,Sporting CP,UNKNOWN,POR,0.0,0.0,0.0,0.0
Günay Güvenç,Galatasaray,UNKNOWN,TUR,0.0,0.0,0.0,0.0
Alex Meret,Napoli,GOALKEEPER,ITA,0.0,0.0,0.0,0.0
Roman Yaremchuk,Olympiacos,STRIKER,UKR,0.0,0.0,0.0,0.0
Kepa Arrizabalaga,Arsenal,GOALKEEPER,ESP,0.0,0.0,0.0,0.0
Alexandros Paschalakis,Olympiacos,GOALKEEPER,GRE,0.0,0.0,0.0,0.0
Ben Davies,Tottenham,FULL_BACK,WAL,0.0,0.0,0.0,0.0
John Ruddy,Newcastle,GOALKEEPER,ENG,0,0,0,0
Obed Vargas,Atleti,MIDFIELDER,MEX,0,0,0,0
Jannis Bärtl,Bayern München,GOALKEEPER,GER,0,0,0,0
Ange Lago,Marseille,FORWARD,CIV,0,0,0,0
Tynan Thompson,Tottenham,FORWARD,ENG,0,0,0,0
Tye Hall,Tottenham,MIDFIELDER,ENG,0,0,0,0
Adedamola Alabi,Newcastle,MIDFIELDER,ENG,0,0,0,0
David Spinelli,Napoli,GOALKEEPER,ITA,0,0,0,0
Hindrin Najah Chooly,Bodø/Glimt,FORWARD,NOR,0,0,0,0
Rayan Ouro Bang Na,Marseille,DEFENDER,FRA,0,0,0,0
Eyüp Karasu,Galatasaray,UNKNOWN,TUR,0,0,0,0
Anis Doubal,Marseille,DEFENDER,FRA,0,0,0,0
Leonard Prescott,Bayern München,GOALKEEPER,GER,0,0,0,0
Abdellah Ouazane,Ajax,MIDFIELDER,NED,0,0,0,0
Ander Izaguirre,Athletic Club,DEFENDER,ESP,0,0,0,0
Adrián Pérez,Athletic Club,FORWARD,ESP,0,0,0,0
Jon de Luis,Athletic Club,DEFENDER,ESP,0,0,0,0
Youssef Hamoutahar,Union SG,UNKNOWN,BEL,0,0,0,0
Mathias Ferrante,Napoli,GOALKEEPER,ITA,0,0,0,0
Yusuf Kahraman,Galatasaray,UNKNOWN,TUR,0,0,0,0
Ryan Kavuma-McQueen,Chelsea,FORWARD,ENG,0,0,0,0
Çağrı Balta,Galatasaray,UNKNOWN,TUR,0,0,0,0
Mikkel Bro Hansen,Bodø/Glimt,UNKNOWN,DEN,0,0,0,0
Bruno Ramos,Sporting CP,DEFENDER,BRA,0,0,0,0
Vince Osuji,Club Brugge,DEFENDER,NGA,0,0,0,0
Cassiano Kiala,Bayern München,UNKNOWN,GER,0,0,0,0
Luca Williams-Barnett,Tottenham,MIDFIELDER,ENG,0,0,0,0
Landon Emenalo,Chelsea,UNKNOWN,ENG,0,0,0,0
Danila Buch,Kairat Almaty,UNKNOWN,KAZ,0,0,0,0
Bakhtiyar Aldashev,Kairat Almaty,UNKNOWN,KAZ,0,0,0,0
Giovanni Leoni,Liverpool,UNKNOWN,ITA,0,0,0,0
Mikel Santos,Athletic Club,GOALKEEPER,ESP,0,0,0,0
Flávio Gonçalves,Sporting CP,UNKNOWN,POR,0,0,0,0
Ilane Toure,Monaco,DEFENDER,FRA,0,0,0,0
Yanis Benchaouch,Monaco,GOALKEEPER,FRA,0,0,0,0
Tyrone Samba,Man City,UNKNOWN,FRA,0,0,0,0
Kornel Misciur,Liverpool,GOALKEEPER,POL,0,0,0,0
Niccolò Rizzo,Juventus,DEFENDER,ITA,0,0,0,0
Amirbek Bazarbayev,Kairat Almaty,DEFENDER,KAZ,0,0,0,0
Dias Reimov,Kairat Almaty,GOALKEEPER,KAZ,0,0,0,0
Javier Gil,Juventus,UNKNOWN,ESP,0,0,0,0
Victor Valdepeñas,Real Madrid,DEFENDER,ESP,0,0,0,0
Javier Navarro,Real Madrid,GOALKEEPER,ESP,0,0,0,0
Felipe Chavez,Bayern München,MIDFIELDER,GER,0,0,0,0
Henry Camara,Atalanta,FORWARD,FRA,0,0,0,0
Samuele Inacio,B. Dortmund,FORWARD,ITA,0,0,0,0
Furkan Koçak,Galatasaray,UNKNOWN,TUR,0,0,0,0
Tim Oermann,Leverkusen,DEFENDER,GER,0,0,0,0
Rayan Lucas,Sporting CP,UNKNOWN,BRA,0,0,0,0
Federico Cassa,Atalanta,FORWARD,ITA,0,0,0,0
Daniel Banjaqui,Benfica,UNKNOWN,POR,0,0,0,0
Anísio Cabral,Benfica,FORWARD,POR,0,0,0,0
Ben Hawighorst,Leverkusen,DEFENDER,GER,0,0,0,0
Mamadou Thierno Barry,Union SG,UNKNOWN,SEN,0,0,0,0
Vincenzo Prisco,Napoli,MIDFIELDER,ITA,0,0,0,0
Malachi Hardy,Tottenham,DEFENDER,ENG,0,0,0,0
Martin Kovář,Slavia Praha,DEFENDER,CZE,0,0,0,0
Dominic Vavassori,Atalanta,FORWARD,ITA,0,0,0,0
Eus Waaijers,PSV,DEFENDER,NED,0,0,0,0
Matteo Lavelli,Inter,UNKNOWN,ITA,0,0,0,0
Lucas Beraldo,Paris,UNKNOWN,BRA,0,0,0,0
Diego Aguado,Real Madrid,UNKNOWN,ESP,0,0,0,0
David Daiber,Bayern München,MIDFIELDER,POR,0,0,0,0
Šimon Slončík,Slavia Praha,MIDFIELDER,CZE,0,0,0,0
Jules Stawiecki,Monaco,UNKNOWN,FRA,0,0,0,0
Renato Marin,Paris,UNKNOWN,ITA,0,0,0,0
Mauro Couto,Sporting CP,FORWARD,POR,0,0,0,0
Tomas Marques,Barcelona,MIDFIELDER,ESP,0,0,0,0
Toni Fernandez,Barcelona,UNKNOWN,ESP,0,0,0,0
Pedro Henrique Fontoura Caldierado,Pafos,FORWARD,ITA,0,0,0,0
Joan Martínez,Real Madrid,DEFENDER,ESP,0,0,0,0
Dominik Sarapata,Copenhagen,UNKNOWN,POL,0,0,0,0
David Moreira,Sporting CP,DEFENDER,CPV,0,0,0,0
Khari Ranson,Arsenal,UNKNOWN,ENG,0,0,0,0
Jack Porter,Arsenal,GOALKEEPER,ENG,0,0,0,0
Argyrios Liatsikouras,Olympiacos,UNKNOWN,GRE,0,0,0,0
Eder Aller,Barcelona,UNKNOWN,ESP,0,0,0,0
Alvaro Cortes,Barcelona,DEFENDER,ESP,0,0,0,0
Georgios Kouraklis,Olympiacos,UNKNOWN,GRE,0,0,0,0
Adam Harrison,Newcastle,GOALKEEPER,ENG,0,0,0,0
Aidan Harris,Newcastle,GOALKEEPER,ENG,0,0,0,0
Alexandros Exarchos,Olympiacos,UNKNOWN,GRE,0,0,0,0
Martin James,Paris,GOALKEEPER,FRA,0,0,0,0
Noah Nsoki,Paris,MIDFIELDER,FRA,0,0,0,0
Mathis Jangeal,Paris,FORWARD,FRA,0,0,0,0
Emmanuele De Chiara,Napoli,UNKNOWN,ITA,0,0,0,0
Joshua Wynder,Benfica,UNKNOWN,USA,0,0,0,0
Elias Benkara,B. Dortmund,UNKNOWN,GER,0,0,0,0
Petros Petrou,Pafos,GOALKEEPER,CYP,0,0,0,0
Samuel Van Hoogen,Club Brugge,UNKNOWN,BEL,0,0,0,0
Nicolas Verkooijen,PSV,UNKNOWN,BEL,0,0,0,0
Alain Taho,Inter,GOALKEEPER,ALB,0,0,0,0
Louie Copley,Arsenal,MIDFIELDER,ENG,0,0,0,0
Alexei Rojas,Arsenal,UNKNOWN,ENG,0,0,0,0
Joshua Nichols,Arsenal,DEFENDER,ENG,0,0,0,0
Iker Luque,Atleti,DEFENDER,ESP,0,0,0,0
Taufyk Zanzi,Atleti,MIDFIELDER,ESP,0,0,0,0
Adamo Nagalo,PSV,UNKNOWN,BFA,0,0,0,0
Tijn Smolenaars,PSV,UNKNOWN,NED,0,0,0,0
Max Thompson,Newcastle,GOALKEEPER,ENG,0,0,0,0
August Mikkelsen,Bodø/Glimt,UNKNOWN,NOR,0,0,0,0
Yáser Asprilla,Galatasaray,MIDFIELDER,COL,0,0,0,0
Robin van Duiven,PSV,FORWARD,NED,0,0,0,0
Christian Garofalo,Napoli,DEFENDER,ITA,0,0,0,0
Liam West,Copenhagen,MIDFIELDER,NOR,0,0,0,0
Hikmat Jabrayilzade,Qarabağ,UNKNOWN,AZE,0,0,0,0
Ege Araç,Galatasaray,UNKNOWN,TUR,0,0,0,0
Jofre Torrents,Barcelona,DEFENDER,ESP,0,0,0,0
Juan Hernández,Barcelona,FORWARD,ESP,0,0,0,0
Divine Mukasa,Man City,UNKNOWN,ENG,0,0,0,0
Stephen Mfuni,Man City,UNKNOWN,ENG,0,0,0,0
Marek Naskos,Slavia Praha,UNKNOWN,CZE,0,0,0,0
Jakub Kolísek,Slavia Praha,UNKNOWN,CZE,0,0,0,0
Jonathan Moalem,Copenhagen,UNKNOWN,DEN,0,0,0,0
Graham Ankamafio,Copenhagen,DEFENDER,DEN,0,0,0,0
Isak Sjong,Bodø/Glimt,GOALKEEPER,NOR,0,0,0,0
Mylo van der Lans,Ajax,MIDFIELDER,NED,0,0,0,0
Joel van den Berg,PSV,DEFENDER,NED,0,0,0,0
Leon Klanac,Bayern München,GOALKEEPER,GER,0,0,0,0
Eduardo Felicíssimo,Sporting CP,UNKNOWN,POR,0,0,0,0
Matteo Fuscaldo,Juventus,GOALKEEPER,ITA,0,0,0,0
Gonçalo Oliveira,Benfica,UNKNOWN,POR,0,0,0,0
Shumaira Mheuka,Chelsea,UNKNOWN,ENG,0,0,0,0
Samuel Pikolon,Slavia Praha,UNKNOWN,CZE,0,0,0,0
Matteo Cocchi,Inter,UNKNOWN,ITA,0,0,0,0
Kieran Morrison,Liverpool,UNKNOWN,NIR,0,0,0,0
Charles Sagoe Jr,Arsenal,MIDFIELDER,ENG,0,0,0,0
Kian Noble,Man City,UNKNOWN,ENG,0,0,0,0
Charlie Gray,Man City,MIDFIELDER,ENG,0,0,0,0
Argus Vanden Driessche,Club Brugge,UNKNOWN,BEL,0,0,0,0
Oscar Buur,Copenhagen,UNKNOWN,DEN,0,0,0,0
Elijah Gift,Athletic Club,UNKNOWN,ESP,0,0,0,0
Mathis Clement,Marseille,FORWARD,FRA,0,0,0,0
Diogo Ferreira,Benfica,UNKNOWN,POR,0,0,0,0
Leandro Santos,Benfica,UNKNOWN,POR,0,0,0,0
Luca Gunter,Tottenham,GOALKEEPER,ENG,0,0,0,0
Yusuf Akhamrich,Tottenham,FORWARD,ENG,0,0,0,0
James Rowswell,Tottenham,DEFENDER,ENG,0,0,0,0
Daniel Moreno,Atleti,DEFENDER,ESP,0,0,0,0
Max Merrick,Chelsea,GOALKEEPER,ENG,0,0,0,0
Paul Reverson,Ajax,UNKNOWN,NED,0,0,0,0
Fran González,Real Madrid,UNKNOWN,ESP,0,0,0,0
Daniel Toula,Slavia Praha,FORWARD,CZE,0,0,0,0
Tomáš Jelínek,Slavia Praha,FORWARD,CZE,0,0,0,0
Adam Rezek,Slavia Praha,GOALKEEPER,CZE,0,0,0,0
Ferdinand Pohl,Leverkusen,UNKNOWN,GER,0,0,0,0
Ken Izekor,Leverkusen,FORWARD,GER,0,0,0,0
Naba Mensah,Leverkusen,MIDFIELDER,GER,0,0,0,0
Jesper Schlich,Leverkusen,GOALKEEPER,GER,0,0,0,0
Elias Baum,Frankfurt,UNKNOWN,GER,0,0,0,0
Fousseny Doumbia,Frankfurt,DEFENDER,GER,0,0,0,0
Leonardo Bovo,Inter,MIDFIELDER,ITA,0,0,0,0
Axl De Corte,Club Brugge,UNKNOWN,BEL,0,0,0,0
Nathan Huygevelde,Union SG,MIDFIELDER,BEL,0,0,0,0
Soulaimane Berradi,Union SG,FORWARD,BEL,0,0,0,0
Alexander Meyer,B. Dortmund,UNKNOWN,GER,0,0,0,0
Dani Rodríguez,Barcelona,UNKNOWN,ESP,0,0,0,0
Pol Fortuny,Real Madrid,UNKNOWN,ESP,0,0,0,0
Julien Duranville,B. Dortmund,UNKNOWN,BEL,0,0,0,0
Relja Obrić,Atalanta,DEFENDER,SVN,0,0,0,0
Vincent Manuba,Bayern München,UNKNOWN,GER,0,0,0,0
Almugera Kabar,B. Dortmund,UNKNOWN,GER,0,0,0,0
Gökdeniz Gürpüz,Galatasaray,UNKNOWN,TUR,0,0,0,0
Eliáš Piták,Slavia Praha,DEFENDER,CZE,0,0,0,0
Joeri Heerkens,Ajax,UNKNOWN,NED,0,0,0,0
Francisco Silva,Sporting CP,GOALKEEPER,POR,0,0,0,0
Diego Kochen,Barcelona,UNKNOWN,USA,0,0,0,0
Ivan Lima,Benfica,UNKNOWN,POR,0,0,0,0
Alex Padilla,Athletic Club,UNKNOWN,ESP,0,0,0,0
Christos Alexiou,Inter,UNKNOWN,GRE,0,0,0,0
Rio Kyerematen,Tottenham,MIDFIELDER,ENG,0,0,0,0
Wellity Lucky,Liverpool,DEFENDER,ESP,0,0,0,0
Jayden Danns,Liverpool,UNKNOWN,ENG,0,0,0,0
Ted Curd,Chelsea,GOALKEEPER,ENG,0,0,0,0
João Veloso,Benfica,UNKNOWN,POR,0,0,0,0
Teddy Sharman-Lowe,Chelsea,GOALKEEPER,ENG,0,0,0,0
Lucas Anjos,Sporting CP,FORWARD,POR,0,0,0,0
Tommy Setford,Arsenal,UNKNOWN,ENG,0,0,0,0
Salvador Esquivel,Atleti,GOALKEEPER,ESP,0,0,0,0
Julio Díaz,Atleti,DEFENDER,ESP,0,0,0,0
Rayane Belid,Atleti,UNKNOWN,ESP,0,0,0,0
David Jiménez,Real Madrid,DEFENDER,ESP,0,0,0,0
Danylo Krevsun,B. Dortmund,UNKNOWN,UKR,0,0,0,0
Yann Lienard,Monaco,GOALKEEPER,FRA,0,0,0,0
Diego Callai,Sporting CP,UNKNOWN,ITA,0,0,0,0
Cole Campbell,B. Dortmund,UNKNOWN,ISL,0,0,0,0
,,,,0,0,0,0
Magnus Brøndbo,Bodø/Glimt,UNKNOWN,NOR,0,0,0,0
Alessandro Calligaris,Inter,UNKNOWN,ITA,0,0,0,0
Nikolaos Botis,Olympiacos,UNKNOWN,GRE,0,0,0,0
Jonas Rouhi,Juventus,UNKNOWN,SWE,0,0,0,0
Javier Boñar,Atleti,DEFENDER,ESP,0,0,0,0
Jelle Van Neck,Marseille,UNKNOWN,BEL,0,0,0,0
Alexios Kalogeropoulos,Olympiacos,UNKNOWN,GRE,0,0,0,0
Silas Ostrzinski,B. Dortmund,GOALKEEPER,GER,0,0,0,0
Niek Schiks,PSV,GOALKEEPER,NED,0,0,0,0
Alexander Bah,Benfica,FULL_BACK,DEN,0,0,0,0
Mario De Luis,Atleti,GOALKEEPER,ESP,0,0,0,0
Gavi,Barcelona,UNKNOWN,ESP,0,0,0,0
Rafel Obrador,Benfica,CENTRE_BACK,ESP,0,0,0,0
Simone Scaglia,Juventus,GOALKEEPER,ITA,0,0,0,0
Diogo Prioste,Benfica,UNKNOWN,POR,0,0,0,0
Amin Ramazanov,Qarabağ,GOALKEEPER,AZE,0,0,0,0
Vic Chambaere,Union SG,UNKNOWN,BEL,0,0,0,0
Athanasios Papadoudis,Pafos,GOALKEEPER,GRE,0,0,0,0
Yusuf Demir,Galatasaray,UNKNOWN,AUT,0,0,0,0
Ludovit Reis,Club Brugge,UNKNOWN,NED,0,0,0,0
Adrià Altimira,Villarreal,UNKNOWN,ESP,0,0,0,0
Metehan Baltacı,Galatasaray,UNKNOWN,TUR,0,0,0,0
Samuel Soares,Benfica,GOALKEEPER,POR,0,0,0,0
Brandon Austin,Tottenham,GOALKEEPER,ENG,0,0,0,0
Mitchel Bakker,Atalanta,UNKNOWN,NED,0,0,0,0
Josep Martínez,Inter,UNKNOWN,ESP,0,0,0,0
Fabijan Buntić,Qarabağ,UNKNOWN,CRO,0,0,0,0
Batuhan Şen,Galatasaray,GOALKEEPER,TUR,0,0,0,0
Julian Faye Lund,Bodø/Glimt,UNKNOWN,NOR,0,0,0,0
Salih Özcan,B. Dortmund,ATTACKING_MIDFIELDER,TUR,0,0,0,0
Jeffrey de Lange,Marseille,UNKNOWN,NED,0,0,0,0
Diego Conde,Villarreal,UNKNOWN,ESP,0,0,0,0
Jonas Omlin,Leverkusen,GOALKEEPER,SUI,0,0,0,0
Alexandr Zarutskiy,Kairat Almaty,UNKNOWN,KAZ,0,0,0,0
Abbas Hüseynov,Qarabağ,FULL_BACK,AZE,0,0,0,0
Shakhrudin Magomedaliyev,Qarabağ,GOALKEEPER,AZE,0,0,0,0
Nikita Contini,Napoli,GOALKEEPER,ITA,0,0,0,0
Freddie Woodman,Liverpool,UNKNOWN,ENG,0,0,0,0
Emil Krafth,Newcastle,UNKNOWN,SWE,0,0,0,0
Nick Olij,PSV,GOALKEEPER,NED,0,0,0,0
Branco van den Boomen,Ajax,UNKNOWN,NED,0,0,0,0
Rúnar Rúnarsson,Copenhagen,GOALKEEPER,ISL,0,0,0,0
Niklas Lomb,Leverkusen,GOALKEEPER,GER,0,0,0,0
Timothy Chandler,Frankfurt,FULL_BACK,USA,0,0,0,0
Raffaele Di Gennaro,Inter,GOALKEEPER,ITA,0,0,0,0
Paul Pogba,Monaco,CENTRAL_MIDFIELDER,FRA,0,0,0,0
Francesco Rossi,Atalanta,GOALKEEPER,ITA,0,0,0,0
Bruma,Benfica,ATTACKING_MIDFIELDER,POR,0,0,0,0
Marcus Bettinelli,Man City,UNKNOWN,ENG,0,0,0,0
Marc-André ter Stegen,Barcelona,GOALKEEPER,GER,0,0,0,0
Carlo Pinsoglio,Juventus,UNKNOWN,ITA,0,0,0,0
Jens Grahl,Frankfurt,UNKNOWN,GER,0,0,0,0
Sven Ulreich,Bayern München,UNKNOWN,GER,0,0,0,0
