player_name,team,position,nation,pass_accuracy,passes_attempted,passes_completed,cross_accuracy,crosses_attempted,crosses_completed,free_kicks
Dani Carvajal,Real Madrid,FULL_BACK,ESP,100.0,48.0,48.0,50.0,2.0,1.0,4.0
Mateo Kovačić,Man City,ATTACKING_MIDFIELDER,CRO,100.0,36.0,36.0,0.0,0.0,0.0,0.0
Filip Pavic,Bayern München,DEFENDER,GER,100.0,33.0,33.0,0.0,0.0,0.0,0.0
Manuel Ángel,Real Madrid,UNKNOWN,ESP,100.0,20.0,20.0,0.0,0.0,0.0,0.0
Samy Mmaee,Qarabağ,CENTRE_BACK,MAR,100.0,19.0,19.0,0.0,0.0,0.0,0.0
Xavi Espart,Barcelona,MIDFIELDER,ESP,100.0,14.0,14.0,100.0,1.0,1.0,0.0
Amara Nallo,Liverpool,DEFENDER,ENG,100.0,13.0,13.0,0.0,0.0,0.0,0.0
Günay Güvenç,Galatasaray,UNKNOWN,TUR,100.0,12.0,12.0,0.0,0.0,0.0,4.0
Ben Davies,Tottenham,FULL_BACK,WAL,100.0,8.0,8.0,0.0,2.0,0.0,0.0
Zaid Romero,Club Brugge,UNKNOWN,ARG,100.0,6.0,6.0,0.0,0.0,0.0,0.0
Callum Olusesi,Tottenham,MIDFIELDER,ENG,100.0,5.0,5.0,0.0,0.0,0.0,0.0
Dane Scarlett,Tottenham,STRIKER,ENG,100.0,4.0,4.0,0.0,0.0,0.0,0.0
Jorge Cestero,Real Madrid,UNKNOWN,ESP,100.0,4.0,4.0,0.0,0.0,0.0,0.0
Wisdom Mike,Bayern München,FORWARD,GER,100.0,4.0,4.0,0.0,0.0,0.0,0.0
Jeremiah Mensah,Leverkusen,UNKNOWN,GER,100.0,4.0,4.0,0.0,0.0,0.0,0.0
Daniel Meso,Real Madrid,MIDFIELDER,ESP,100.0,4.0,4.0,0.0,0.0,0.0,0.0
Marc Guiu,Chelsea,UNKNOWN,ESP,100.0,3.0,3.0,0.0,0.0,0.0,0.0
Mansur Birkurmanov,Kairat Almaty,FORWARD,KAZ,100.0,3.0,3.0,0.0,0.0,0.0,0.0
Andre Annous,Arsenal,UNKNOWN,ENG,100.0,3.0,3.0,0.0,0.0,0.0,0.0
Brando Bailey-Joseph,Arsenal,MIDFIELDER,ENG,100.0,2.0,2.0,0.0,0.0,0.0,0.0
Pharrel Nash,Ajax,FORWARD,NED,100.0,2.0,2.0,0.0,0.0,0.0,0.0
Georgios Michael,Pafos,UNKNOWN,CYP,100.0,2.0,2.0,0.0,0.0,0.0,0.0
Ramazan Bagdat,Kairat Almaty,UNKNOWN,KAZ,100.0,1.0,1.0,0.0,0.0,0.0,0.0
Sekou Keita,Union SG,FORWARD,BEL,100.0,1.0,1.0,0.0,0.0,0.0,0.0
Marli Salmon,Arsenal,DEFENDER,ENG,100.0,1.0,1.0,0.0,0.0,0.0,0.0
Gustaf Nilsson,Club Brugge,UNKNOWN,SWE,100.0,1.0,1.0,0.0,0.0,0.0,0.0
Rodrigo Ribeiro,Sporting CP,UNKNOWN,POR,100.0,1.0,1.0,0.0,0.0,0.0,0.0
Clayton,Olympiacos,UNKNOWN,BRA,100.0,1.0,1.0,0.0,0.0,0.0,0.0
Christian Mawissa,Monaco,UNKNOWN,FRA,98.67,68.0,66.0,0.0,2.0,0.0,1.0
Marc Guéhi,Man City,UNKNOWN,ENG,98.0,96.0,93.0,0.0,0.0,0.0,3.0
Wataru Endo,Liverpool,UNKNOWN,JPN,98.0,41.0,40.0,0.0,2.0,0.0,0.0
Andy Diouf,Inter,UNKNOWN,FRA,98.0,23.0,22.0,0.0,2.0,0.0,0.0
Trey Nyoni,Liverpool,UNKNOWN,ENG,97.5,25.0,24.0,0.0,1.0,0.0,0.0
Romeo Lavia,Chelsea,UNKNOWN,BEL,97.0,71.0,68.0,0.0,0.0,0.0,1.0
John Stones,Man City,CENTRE_BACK,ENG,96.75,277.0,267.0,0.0,1.0,0.0,8.0
Brede Moe,Bodø/Glimt,UNKNOWN,NOR,96.5,63.0,61.0,0.0,0.0,0.0,0.0
Nico González,Man City,UNKNOWN,ESP,96.38,384.0,367.0,0.0,0.0,0.0,7.0
Jonathan Tah,Bayern München,CENTRE_BACK,GER,96.3,604.0,583.0,0.0,1.0,0.0,3.0
Aaron Bouwman,Ajax,DEFENDER,NED,96.0,148.0,142.0,0.0,0.0,0.0,1.0
Joshua Acheampong,Chelsea,UNKNOWN,ENG,96.0,130.0,121.0,0.0,0.0,0.0,0.0
CJ Egan-Riley,Marseille,UNKNOWN,ENG,96.0,94.0,89.0,0.0,0.0,0.0,4.0
Mamadou Sarr,Chelsea,UNKNOWN,FRA,96.0,25.0,24.0,0.0,0.0,0.0,1.0
Manor Solomon,Villarreal,WINGER,ISR,96.0,16.0,15.0,14.29,7.0,1.0,2.0
Francesco Acerbi,Inter,CENTRE_BACK,ITA,95.8,309.0,295.0,0.0,1.0,0.0,4.0
Aleksandar Pavlović,Bayern München,UNKNOWN,GER,95.7,846.0,813.0,16.67,6.0,1.0,2.0
Rayan Aït-Nouri,Man City,UNKNOWN,ALG,95.67,242.0,227.0,57.15,7.0,4.0,5.0
Honest Ahanor,Atalanta,UNKNOWN,ITA,95.56,216.0,203.0,0.0,0.0,0.0,6.0
Ferland Mendy,Real Madrid,FULL_BACK,FRA,95.5,70.0,67.0,0.0,0.0,0.0,0.0
Alphonso Davies,Bayern München,FULL_BACK,CAN,95.5,58.0,55.0,0.0,1.0,0.0,0.0
Esmir Bajraktarević,PSV,FORWARD,BIH,95.5,36.0,34.0,33.34,3.0,1.0,0.0
Eduardo Quaresma,Sporting CP,CENTRE_BACK,POR,95.17,283.0,268.0,0.0,0.0,0.0,3.0
Jobe Bellingham,B. Dortmund,UNKNOWN,ENG,95.0,340.0,320.0,0.0,1.0,0.0,6.0
Benoît Badiashile,Chelsea,UNKNOWN,FRA,95.0,286.0,270.0,0.0,0.0,0.0,3.0
Max Alleyne,Man City,UNKNOWN,ENG,95.0,116.0,110.0,0.0,0.0,0.0,1.0
Dro Fernández,Paris,UNKNOWN,ESP,95.0,30.0,28.0,0.0,1.0,0.0,0.0
Alexandros Paschalakis,Olympiacos,GOALKEEPER,GRE,95.0,22.0,21.0,0.0,0.0,0.0,1.0
Reggie Walsh,Chelsea,MIDFIELDER,ENG,95.0,19.0,18.0,0.0,1.0,0.0,0.0
Senny Mayulu,Paris,UNKNOWN,FRA,94.89,157.0,148.0,11.12,9.0,1.0,0.0
Hakan Çalhanoğlu,Inter,ATTACKING_MIDFIELDER,TUR,94.84,309.0,286.0,57.15,14.0,8.0,19.0
Arthur Vermeeren,Marseille,UNKNOWN,BEL,94.8,276.0,260.0,0.0,1.0,0.0,4.0
Serge Gnabry,Bayern München,WINGER,GER,94.78,197.0,183.0,0.0,2.0,0.0,2.0
Amir Rrahmani,Napoli,CENTRE_BACK,KOS,94.67,247.0,233.0,0.0,0.0,0.0,4.0
Vitinha,Paris,UNKNOWN,POR,94.59,1253.0,1189.0,42.86,7.0,3.0,58.0
Enzo Barrenechea,Benfica,UNKNOWN,ARG,94.56,392.0,366.0,0.0,0.0,0.0,14.0
Abdukodir Khusanov,Man City,UNKNOWN,UZB,94.5,438.0,416.0,0.0,3.0,0.0,5.0
Trevoh Chalobah,Chelsea,UNKNOWN,ENG,94.5,377.0,354.0,0.0,0.0,0.0,7.0
Stanislav Lobotka,Napoli,DEFENSIVE_MIDFIELDER,SVK,94.5,375.0,358.0,0.0,2.0,0.0,6.0
Jorrel Hato,Chelsea,UNKNOWN,NED,94.5,232.0,219.0,0.0,1.0,0.0,3.0
Mathías Olivera,Napoli,FULL_BACK,URU,94.5,152.0,138.0,0.0,3.0,0.0,3.0
Giorgos Vagiannidis,Sporting CP,UNKNOWN,GRE,94.5,89.0,80.0,0.0,1.0,0.0,5.0
Angel Gomes,Marseille,CENTRAL_MIDFIELDER,ENG,94.5,52.0,48.0,33.34,3.0,1.0,3.0
Tosin Adarabioyo,Chelsea,UNKNOWN,ENG,94.4,203.0,192.0,0.0,0.0,0.0,7.0
Youri Regeer,Ajax,CENTRAL_MIDFIELDER,NED,94.38,307.0,287.0,20.0,5.0,1.0,7.0
Willian Pacho,Paris,UNKNOWN,ECU,94.34,805.0,760.0,0.0,0.0,0.0,4.0
Éder Militão,Real Madrid,FULL_BACK,BRA,94.34,135.0,127.0,0.0,0.0,0.0,8.0
Cisse Sandra,Club Brugge,UNKNOWN,BEL,94.34,66.0,58.0,0.0,0.0,0.0,0.0
Ethan Nwaneri,Arsenal,UNKNOWN,ENG,94.34,38.0,35.0,0.0,2.0,0.0,0.0
Rio Ngumoha,Liverpool,FORWARD,ENG,94.34,26.0,24.0,0.0,1.0,0.0,0.0
Exequiel Palacios,Leverkusen,CENTRAL_MIDFIELDER,ARG,94.2,287.0,269.0,0.0,2.0,0.0,1.0
Ansu Fati,Monaco,UNKNOWN,ESP,94.2,80.0,74.0,100.0,2.0,2.0,0.0
Marquinhos,Paris,CENTRE_BACK,BRA,94.0,666.0,628.0,0.0,0.0,0.0,11.0
Rúben Dias,Man City,CENTRE_BACK,POR,94.0,470.0,444.0,0.0,2.0,0.0,6.0
Kepa Arrizabalaga,Arsenal,GOALKEEPER,ESP,94.0,18.0,17.0,0.0,0.0,0.0,1.0
Hugo López,Villarreal,MIDFIELDER,ESP,94.0,16.0,15.0,0.0,1.0,0.0,0.0
Raphaël Guerreiro,Bayern München,FULL_BACK,POR,93.72,269.0,246.0,25.0,4.0,1.0,0.0
Pau Cubarsí,Barcelona,UNKNOWN,ESP,93.67,608.0,568.0,0.0,0.0,0.0,12.0
Raphael Onyedika,Club Brugge,UNKNOWN,NGA,93.67,294.0,273.0,0.0,1.0,0.0,4.0
Moises Caicedo,Chelsea,UNKNOWN,ECU,93.6,616.0,578.0,0.0,3.0,0.0,19.0
Rodri,Man City,DEFENSIVE_MIDFIELDER,ESP,93.6,414.0,387.0,33.34,3.0,1.0,4.0
Joško Gvardiol,Man City,CENTRE_BACK,CRO,93.6,365.0,342.0,0.0,2.0,0.0,6.0
Wesley Fofana,Chelsea,CENTRE_BACK,FRA,93.5,356.0,332.0,0.0,0.0,0.0,8.0
Andrey Santos,Chelsea,UNKNOWN,BRA,93.5,233.0,217.0,0.0,1.0,0.0,7.0
Zeno Debast,Sporting CP,UNKNOWN,BEL,93.5,139.0,128.0,0.0,0.0,0.0,2.0
Billy Gilmour,Napoli,MIDFIELDER,SCO,93.34,69.0,62.0,0.0,0.0,0.0,4.0
Rayane Bounida,Ajax,MIDFIELDER,BEL,93.25,75.0,67.0,18.19,11.0,2.0,2.0
Odilon Kossounou,Atalanta,CENTRE_BACK,CIV,93.2,503.0,474.0,0.0,3.0,0.0,6.0
Alejandro Balde,Barcelona,UNKNOWN,ESP,93.15,301.0,278.0,40.0,5.0,2.0,4.0
Conor Gallagher,Tottenham,UNKNOWN,ENG,93.13,176.0,163.0,0.0,3.0,0.0,1.0
Manuel Akanji,Inter,UNKNOWN,SUI,93.0,516.0,479.0,25.0,4.0,1.0,14.0
Marcel Sabitzer,B. Dortmund,ATTACKING_MIDFIELDER,AUT,93.0,180.0,163.0,20.0,5.0,1.0,4.0
Riccardo Calafiori,Arsenal,FULL_BACK,ITA,93.0,91.0,82.0,33.34,3.0,1.0,3.0
Jeanuël Belocian,Leverkusen,UNKNOWN,FRA,93.0,59.0,53.0,0.0,0.0,0.0,0.0
Aurélien Tchouaméni,Real Madrid,CENTRAL_MIDFIELDER,FRA,92.92,662.0,614.0,50.0,2.0,1.0,21.0
Odin Bjørtuft,Bodø/Glimt,UNKNOWN,NOR,92.92,657.0,614.0,0.0,1.0,0.0,12.0
Joel Ordoñez,Club Brugge,UNKNOWN,ECU,92.9,541.0,509.0,0.0,0.0,0.0,9.0
Owen Wijndal,Ajax,UNKNOWN,NED,92.84,240.0,225.0,20.0,15.0,3.0,2.0
Facundo Medina,Marseille,UNKNOWN,ARG,92.75,244.0,230.0,0.0,1.0,0.0,5.0
Hiroki Ito,Bayern München,UNKNOWN,JPN,92.75,83.0,75.0,0.0,0.0,0.0,0.0
Ibrahim Mbaye,Paris,UNKNOWN,SEN,92.75,43.0,39.0,50.0,2.0,1.0,0.0
Yann Bisseck,Inter,UNKNOWN,GER,92.72,406.0,380.0,50.0,2.0,1.0,11.0
João Neves,Paris,UNKNOWN,POR,92.67,464.0,435.0,0.0,0.0,0.0,16.0
Wout Faes,Monaco,CENTRE_BACK,BEL,92.5,27.0,25.0,0.0,0.0,0.0,0.0
Frenkie de Jong,Barcelona,CENTRAL_MIDFIELDER,NED,92.43,407.0,383.0,0.0,2.0,0.0,13.0
Youri Baas,Ajax,UNKNOWN,NED,92.38,564.0,522.0,0.0,0.0,0.0,10.0
Dayot Upamecano,Bayern München,CENTRE_BACK,FRA,92.38,484.0,450.0,0.0,0.0,0.0,6.0
Bernardo Silva,Man City,ATTACKING_MIDFIELDER,POR,92.38,381.0,357.0,26.32,19.0,5.0,16.0
Giorgio Scalvini,Atalanta,UNKNOWN,ITA,92.34,84.0,75.0,0.0,0.0,0.0,0.0
Cristhian Mosquera,Arsenal,UNKNOWN,ESP,92.29,253.0,237.0,0.0,0.0,0.0,6.0
Nico O’Reilly,Man City,UNKNOWN,ENG,92.25,411.0,384.0,33.34,9.0,3.0,6.0
Miguel Gutiérrez,Napoli,UNKNOWN,ESP,92.2,174.0,162.0,13.34,15.0,2.0,0.0
Matheus Nunes,Man City,UNKNOWN,POR,92.17,305.0,281.0,25.0,4.0,1.0,8.0
Ousmane Diomande,Sporting CP,UNKNOWN,CIV,92.15,353.0,334.0,0.0,0.0,0.0,3.0
Warren Zaïre-Emery,Paris,DEFENSIVE_MIDFIELDER,FRA,92.09,656.0,611.0,50.0,4.0,2.0,6.0
Leon Goretzka,Bayern München,CENTRAL_MIDFIELDER,GER,92.0,162.0,150.0,0.0,1.0,0.0,3.0
Bremer,Juventus,UNKNOWN,BRA,92.0,145.0,130.0,0.0,0.0,0.0,1.0
Pau Navarro,Villarreal,UNKNOWN,ESP,92.0,101.0,89.0,0.0,1.0,0.0,3.0
Aymeric Laporte,Athletic Club,CENTRE_BACK,ESP,92.0,87.0,80.0,0.0,0.0,0.0,2.0
Niklas Süle,B. Dortmund,UNKNOWN,GER,92.0,72.0,66.0,0.0,0.0,0.0,1.0
Arda Ünyay,Galatasaray,DEFENDER,TUR,92.0,24.0,22.0,0.0,0.0,0.0,1.0
Koke,Atleti,CENTRAL_MIDFIELDER,ESP,91.92,515.0,479.0,20.0,5.0,1.0,14.0
Alessandro Buongiorno,Napoli,DEFENDER,ITA,91.86,411.0,377.0,0.0,0.0,0.0,9.0
William Saliba,Arsenal,CENTRE_BACK,FRA,91.86,386.0,356.0,0.0,0.0,0.0,6.0
Armando Obispo,PSV,CENTRE_BACK,NED,91.84,210.0,191.0,0.0,0.0,0.0,6.0
Berat Djimsiti,Atalanta,FULL_BACK,ALB,91.8,477.0,436.0,0.0,0.0,0.0,8.0
Marcos Llorente,Atleti,UNKNOWN,ESP,91.8,415.0,382.0,25.0,20.0,5.0,11.0
Morten Hjulmand,Sporting CP,CENTRAL_MIDFIELDER,DEN,91.78,605.0,556.0,0.0,2.0,0.0,35.0
Micky van de Ven,Tottenham,UNKNOWN,NED,91.75,376.0,348.0,0.0,0.0,0.0,7.0
Henrikh Mkhitaryan,Inter,ATTACKING_MIDFIELDER,ARM,91.75,136.0,124.0,0.0,3.0,0.0,1.0
Tyrique George,Chelsea,UNKNOWN,ENG,91.75,50.0,45.0,33.34,3.0,1.0,0.0
Jostein Gundersen,Bodø/Glimt,UNKNOWN,NOR,91.67,386.0,355.0,0.0,1.0,0.0,8.0
Stefan de Vrij,Inter,CENTRE_BACK,NED,91.67,157.0,144.0,0.0,0.0,0.0,4.0
Sean Steur,Ajax,UNKNOWN,NED,91.67,95.0,84.0,0.0,1.0,0.0,0.0
James McConnell,Ajax,UNKNOWN,ENG,91.67,41.0,37.0,0.0,1.0,0.0,0.0
Malick Thiaw,Newcastle,UNKNOWN,GER,91.64,505.0,464.0,100.0,1.0,1.0,6.0
Gabriel,Arsenal,CENTRE_BACK,BRA,91.58,300.0,272.0,0.0,0.0,0.0,11.0
Franco Mastantuono,Real Madrid,UNKNOWN,ARG,91.58,102.0,90.0,66.67,3.0,2.0,0.0
Brandon Mechele,Club Brugge,CENTRE_BACK,BEL,91.5,588.0,545.0,0.0,1.0,0.0,17.0
Jules Koundé,Barcelona,CENTRE_BACK,FRA,91.5,522.0,482.0,14.29,7.0,1.0,9.0
Abdellah Zoubir,Qarabağ,CENTRAL_MIDFIELDER,FRA,91.5,420.0,386.0,10.0,10.0,1.0,4.0
Brahim Díaz,Real Madrid,ATTACKING_MIDFIELDER,MAR,91.5,134.0,122.0,20.0,5.0,1.0,0.0
Kang-in Lee,Paris,STRIKER,KOR,91.45,223.0,210.0,47.83,23.0,11.0,0.0
Ko Itakura,Ajax,UNKNOWN,JPN,91.34,298.0,272.0,0.0,0.0,0.0,5.0
Aleix García,Leverkusen,UNKNOWN,ESP,91.25,965.0,880.0,28.58,35.0,10.0,30.0
Sofiane Boufal,Union SG,ATTACKING_MIDFIELDER,MAR,91.25,31.0,28.0,33.34,3.0,1.0,1.0
Antonio Rüdiger,Real Madrid,CENTRE_BACK,GER,91.2,270.0,246.0,0.0,0.0,0.0,2.0
Josip Šutalo,Ajax,CENTRE_BACK,CRO,91.17,366.0,339.0,0.0,0.0,0.0,4.0
Benjamin Pavard,Marseille,DEFENDER,FRA,91.17,263.0,239.0,25.0,8.0,2.0,5.0
Sam Beukema,Napoli,UNKNOWN,NED,91.17,251.0,233.0,0.0,1.0,0.0,4.0
Sead Kolašinac,Atalanta,FULL_BACK,BIH,91.17,240.0,216.0,0.0,0.0,0.0,5.0
Konrad Laimer,Bayern München,CENTRAL_MIDFIELDER,AUT,91.15,314.0,286.0,0.0,4.0,0.0,5.0
Jude Bellingham,Real Madrid,UNKNOWN,ENG,91.15,251.0,232.0,0.0,2.0,0.0,5.0
Renato Veiga,Villarreal,UNKNOWN,POR,91.13,465.0,423.0,50.0,2.0,1.0,17.0
Equi Fernández,Leverkusen,UNKNOWN,ARG,91.12,388.0,355.0,0.0,3.0,0.0,10.0
Bahlul Mustafazade,Qarabağ,UNKNOWN,AZE,91.12,310.0,281.0,0.0,0.0,0.0,20.0
Edmond Tapsoba,Leverkusen,CENTRE_BACK,BFA,91.0,616.0,555.0,0.0,1.0,0.0,10.0
Reece James,Chelsea,UNKNOWN,ENG,91.0,401.0,367.0,21.06,19.0,4.0,20.0
Curtis Jones,Liverpool,UNKNOWN,ENG,91.0,365.0,347.0,0.0,0.0,0.0,5.0
Ronald Araújo,Barcelona,UNKNOWN,URU,91.0,293.0,267.0,0.0,0.0,0.0,12.0
Jorthy Mokio,Ajax,UNKNOWN,BEL,91.0,251.0,228.0,0.0,4.0,0.0,9.0
Wilson Odobert,Tottenham,UNKNOWN,FRA,91.0,165.0,148.0,21.43,14.0,3.0,0.0
Thiago Pitarch,Real Madrid,MIDFIELDER,ESP,91.0,78.0,71.0,0.0,0.0,0.0,0.0
Oscar Bobb,Man City,UNKNOWN,NOR,91.0,47.0,40.0,0.0,0.0,0.0,1.0
Pascal Gross,B. Dortmund,UNKNOWN,GER,91.0,34.0,30.0,25.0,4.0,1.0,2.0
Jerdy Schouten,PSV,UNKNOWN,NED,90.88,419.0,382.0,0.0,1.0,0.0,9.0
Daniel Parejo,Villarreal,CENTRAL_MIDFIELDER,ESP,90.86,125.0,115.0,100.0,1.0,1.0,4.0
Andreas Helmersen,Bodø/Glimt,STRIKER,NOR,90.84,32.0,27.0,0.0,0.0,0.0,0.0
Declan Rice,Arsenal,MIDFIELDER,ENG,90.75,375.0,342.0,37.04,27.0,10.0,35.0
Dani Ceballos,Real Madrid,CENTRAL_MIDFIELDER,ESP,90.75,209.0,193.0,0.0,5.0,0.0,8.0
Juan Foyth,Villarreal,CENTRE_BACK,ARG,90.75,208.0,189.0,0.0,0.0,0.0,8.0
Destiny Udogie,Tottenham,UNKNOWN,ITA,90.72,176.0,156.0,20.0,5.0,1.0,5.0
Pablo Barrios,Atleti,UNKNOWN,ESP,90.67,471.0,428.0,20.0,5.0,1.0,6.0
Martin Terrier,Leverkusen,WINGER,FRA,90.67,44.0,40.0,0.0,0.0,0.0,0.0
Cristian Romero,Tottenham,UNKNOWN,ARG,90.63,445.0,409.0,0.0,0.0,0.0,16.0
Virgil van Dijk,Liverpool,CENTRE_BACK,NED,90.6,672.0,613.0,0.0,0.0,0.0,22.0
Nayef Aguerd,Marseille,UNKNOWN,MAR,90.6,346.0,314.0,0.0,0.0,0.0,12.0
Nico Schlotterbeck,B. Dortmund,UNKNOWN,GER,90.58,499.0,454.0,40.0,5.0,2.0,9.0
Antoine Semenyo,Man City,FORWARD,GHA,90.5,38.0,33.0,0.0,3.0,0.0,0.0
Jonas Hofmann,Leverkusen,WINGER,GER,90.5,28.0,23.0,0.0,0.0,0.0,0.0
Yarek Gasiorowski,PSV,UNKNOWN,ESP,90.43,273.0,249.0,0.0,1.0,0.0,8.0
Joelinton,Newcastle,STRIKER,BRA,90.4,237.0,212.0,0.0,1.0,0.0,1.0
Kian Fitz-Jim,Ajax,UNKNOWN,NED,90.4,37.0,34.0,0.0,0.0,0.0,1.0
Scott McTominay,Napoli,DEFENSIVE_MIDFIELDER,SCO,90.38,338.0,306.0,20.0,5.0,1.0,4.0
Joshua Kimmich,Bayern München,CENTRE_BACK,GER,90.34,787.0,721.0,24.14,29.0,7.0,36.0
Gabriel Martinelli,Arsenal,WINGER,BRA,90.34,143.0,121.0,37.94,29.0,11.0,0.0
Pedri,Barcelona,UNKNOWN,ESP,90.29,454.0,409.0,66.67,3.0,2.0,21.0
Juan Jesus,Napoli,CENTRE_BACK,BRA,90.29,267.0,243.0,0.0,0.0,0.0,13.0
Khvicha Kvaratskhelia,Paris,UNKNOWN,GEO,90.28,427.0,382.0,13.34,30.0,4.0,2.0
Iván Fresneda,Sporting CP,UNKNOWN,ESP,90.23,387.0,350.0,6.25,16.0,1.0,9.0
Lennart Karl,Bayern München,UNKNOWN,GER,90.15,274.0,249.0,16.67,6.0,1.0,0.0
Ryan Gravenberch,Liverpool,CENTRAL_MIDFIELDER,NED,90.12,479.0,434.0,0.0,3.0,0.0,6.0
Andrea Cambiaso,Juventus,UNKNOWN,ITA,90.12,351.0,317.0,31.25,16.0,5.0,5.0
Nuno Mendes,Paris,FULL_BACK,POR,90.0,728.0,657.0,19.36,31.0,6.0,11.0
Loïc Badé,Leverkusen,UNKNOWN,FRA,90.0,481.0,450.0,100.0,1.0,1.0,5.0
Joaquin Seys,Club Brugge,UNKNOWN,BEL,90.0,299.0,270.0,0.0,6.0,0.0,4.0
Ryan Flamingo,PSV,UNKNOWN,NED,90.0,152.0,132.0,0.0,2.0,0.0,6.0
Marc Bernal,Barcelona,UNKNOWN,ESP,90.0,129.0,115.0,100.0,1.0,1.0,3.0
Can Uzun,Frankfurt,UNKNOWN,TUR,90.0,102.0,91.0,0.0,1.0,0.0,2.0
Jan Bořil,Slavia Praha,FULL_BACK,CZE,90.0,47.0,40.0,33.34,3.0,1.0,1.0
Jamal Musiala,Bayern München,UNKNOWN,GER,90.0,43.0,39.0,0.0,0.0,0.0,0.0
Gerald Alders,Ajax,DEFENDER,NED,90.0,21.0,19.0,0.0,0.0,0.0,2.0
